Name	TrueSA	RandomAssignment	BETSA	LCD	GeoSA	MaxLoad	MaxLoad_Pressure	MaxLoadArea	MaxError	Set
BUSNAF	434.075	0.9202087581032568	424.700733	6.41	480.92199999999997	5.0793898351	100000.0	434.35081533500517	0.06354093993092831	Test
CAJQIP	3421.869	0.537882985187615	3813.6931310000004	13.01	3682.08	49.7688444622	100000.0	4255.853335189431	24.372187690102425	Test
CAXTUS	1990.212	0.9966078868492833	2343.372918	13.34	1979.24	30.0535228202	80000.0	2569.9488648100705	29.12940253651724	Test
CEJBEA	431.109	0.6797754627322369	404.583124	6.85	401.94199999999995	5.2054896706000005	60000.0	445.1339149082154	3.2532178424053795	Test
CEKHIL	3330.614	0.6473326899568445	3281.4736329999996	8.63	4232.78	41.6063732068	70000.0	3557.860828209164	6.822971026037964	Test
cg401858s_si_002	1015.909	0.8726104986684865	944.879664	5.52	970.291	11.9485258575	80000.0	1021.7471225368829	0.5746698313414791	Test
cg401887b_si_003	2502.661	0.6357001952704721	2415.769418	8.06	2731.4	30.415872396300006	55000.0	2600.9342467013644	3.9267502351043273	Test
CIFDOM	1384.794	0.7415271943597712	1246.065096	5.85	1376.62	16.2246530744	100000.0	1387.4090235593223	0.18883845245735129	Test
CITZIP	859.002	0.6707610321845789	790.8783990000001	6.7	842.107	10.2548090612	60000.0	876.9133343649588	2.0851330223863114	Test
cm303749m_si_001	3289.844	0.6546899390341123	3339.21927	11.12	3835.85	43.897767594899996	90000.0	3753.803461682126	14.102780000575285	Test
COCNAL	2874.107	0.7935426879634869	3044.804364	10.56	3439.98	38.939714253000005	70000.0	3329.8284210882375	15.856104908002298	Test
COSMII	2145.69	0.8863879308643393	2089.105072	8.46	2425.02	26.144638293299998	80000.0	2235.6907675919865	4.194490704248352	Test
COYTUG01	523.6990000000002	0.5939268821096573	463.94383899999997	5.07	132.835	6.1465458911	70000.0	525.6058908580995	0.3641196294244134	Test
CUSDIE	1443.317	0.8024890844779782	1470.26415	12.98	1557.14	19.996806378800002	70000.0	1709.9749057864972	18.475352662408685	Test
CUVGOQ	1279.919	0.7886599045091356	1142.9889560000001	5.44	1277.85	14.983398588699998	55000.0	1281.2663734763496	0.1052702144705644	Test
CUVHIL01	778.01	0.6766214273126616	828.655766	12.78	746.7819999999999	10.8503897301	100000.0	927.8428667562032	19.25847569519713	Test
DEFKUU	693.997	0.9487263362851333	691.863824	4.96	709.112	8.1184047718	40000.0	694.2242762080703	0.032748874717079934	Test
DOTSOV07	2028.763	0.6673863551484759	2039.064711	12.98	2069.674	26.2582374566	50000.0	2245.4049046837617	10.67852206905202	Test
DOTSOV08	2047.79	0.9718846672584786	2039.289415	12.98	2071.2146	26.4034312577	100000.0	2257.820775080945	10.256460627356576	Test
DOTSOV34	2011.576	0.8883153739362779	2031.818343	12.94	2065.025	26.2249709415	80000.0	2242.560205137924	11.48274811083072	Test
EBEMII	272.128	0.8050867122182631	232.444113	4.26	131.065	3.2540471380000002	70000.0	278.2613804835112	2.253858656040977	Test
EFAYEQ	4195.13	0.8492753532506541	4540.290887	11.05	5093.51	61.61896489310001	90000.0	5269.1855735247245	25.602438387480824	Test
EGELUY	1589.986	0.6446817834097839	1505.458024	7.14	1489.06	18.7827712966	60000.0	1606.1598522233776	1.0172323670382935	Test
EMIGIR	1336.204	0.6967352920560839	1256.9864890000001	7.48	1851.64	15.8590790902	90000.0	1356.1479147928183	1.4925800845393598	Test
ENITAX	3687.428	0.9353650787451278	3767.771588	9.77	3993.9	46.8911692612	90000.0	4009.7764223314384	8.741822818816763	Test
ETEJUJ	1582.929	0.6759798711290188	1469.875982	6.6	1753.4	18.7255048558	80000.0	1601.2628614311118	1.1582238641854246	Test
EZILUV	1640.175	0.590547323753082	1541.006116	9.48	1407.05	19.7462702758	60000.0	1688.5509623323196	2.9494390740207392	Test
FALVUL	737.925	0.7224057653364266	653.520969	5.33	448.583	8.640418585299999	100000.0	738.8629302336077	0.12710373460822502	Test
FIJDIM07	1056.635	0.9476138257795276	908.908364	5.85	819.9810000000001	12.3685511431	80000.0	1057.6644927692244	0.09743125764567347	Test
FOTNIN	2343.064	0.6852606723496515	2312.747727	33.34	3088.36	132.2226292423	90000.0	11306.674360819254	382.55934796570875	Test
GEWXAJ	361.049	0.586769642981673	352.171477	4.52	238.176	4.225247054	28000.0	361.31101618046955	0.07257080907842776	Test
GOBGAG	1237.778	0.6769453000270587	1486.037022	16.88	1315.69	17.953120499999997	100000.0	1535.2144214441996	24.029868154402454	Test
GOZNAM	1536.479	0.8454918911818199	1448.2510949999999	5.96	1441.86	18.2969514775	80000.0	1564.6162335245708	1.8312800581440274	Test
GULVUF	2146.71	0.6579273989425242	2674.581669	15.67	2262.2	35.1737708288	90000.0	3007.7935606206765	40.111778517856465	Test
GULWAM	2377.279	0.504867543665107	2275.481317	8.45	2538.29	29.133521367399997	90000.0	2491.277332577655	4.795328296664179	Test
GULWIU	1972.738	0.6220111893176896	1957.192137	10.56	2312.4	25.0898904553	90000.0	2145.4967485697953	8.757308297898414	Test
HEBZEV	761.658	0.6344782497827447	670.080747	7.52	601.14	8.9443074746	80000.0	764.849198490985	0.4189804992509783	Test
HIFWAV	932.092	0.9772378836812669	898.9619869999999	6.52	955.059	11.014915484300001	70000.0	941.9118588596555	1.05352892843791	Test
HOWQEQ	484.44	0.88673534694361	480.644561	1.51	214.345	5.6902151660000015	70000.0	486.5839553610585	0.44256365309604656	Test
ic302758g_si_002	626.651	0.5839827908636733	568.261386	5.51	344.95599999999996	7.3371261592999995	80000.0	627.4152669845253	0.12196054654429767	Test
IMIXEI	2351.909	0.9605786890195704	2165.279625	6.7	2772.35	27.7931933629	80000.0	2376.6626681256494	1.052492597530315	Test
ja078060t-file002	3070.969	0.5707517473313098	3587.016895	16.65	3298.74	46.0820314887	80000.0	3940.5851094743093	28.317319695324482	Test
ja406030p003	2644.906	0.6173420915516221	2885.4849510000004	14.58	2613.17	41.0426536656	100000.0	3509.6558173142525	32.694916844464515	Test
jp209895d_si_002	1264.193	0.5462844143317176	1241.732583	5.1	974.8439999999999	14.787834808	90000.0	1264.543245235619	0.027705044690091888	Test
KANMIX	1307.357	0.6744839255820877	1275.790511	9.39	1209.5484	16.1161412553	80000.0	1378.1299174797157	5.413434699146118	Test
KARLIA	2464.895	0.6028776393947438	2469.05171	9.9	2535.78	31.7710302342	80000.0	2716.817045799004	10.220396641601532	Test
KEFBOO	2576.604	0.9842357644506352	2621.859593	11.83	2974.44	33.065891222800005	80000.0	2827.543716600563	9.739165063803492	Test
KESBIU01	1144.47	0.8466893502004212	1055.9258710000001	5.6	1080.63	13.455574144000002	55000.0	1150.6184384313854	0.5372301966312205	Test
KETHEY	650.867	0.7241542247353265	591.7559190000001	5.0	341.56	7.6560234224	55000.0	654.6849373056377	0.5865925458869125	Test
KIKFIV	1066.515	0.6876046935728783	1037.8595970000001	6.74	1193.67	12.6712566856	70000.0	1083.5495702017013	1.5972180608525122	Test
KONYOB	395.344	0.8106503245663063	393.780664	4.08	227.06599999999997	4.624796658	23000.0	395.47746173755917	0.033758381955758365	Test
KUJNEJ	2828.057	0.8542047945511453	2844.5465719999997	12.45	3059.03	37.4508938573	100000.0	3202.5158158829804	13.24085108196124	Test
la4012839_si_002	2128.3520000000008	0.7360672210828363	2100.9406489999997	13.69	2127.634	27.904007781199997	80000.0	2386.1386749890867	12.1120319847979	Test
LEDHEJ	406.418	0.8231756887020069	254.56591699999998	4.86	295.677	4.8523989527	80000.0	414.9402802028634	2.0969248908422817	Test
LELDUD	4134.508	0.6773954674772984	4884.042708	16.16	4290.62	63.980062047299995	80000.0	5471.088657813536	32.32744156774001	Test
LIDZOP	372.367	0.8298182835086212	326.977486	5.12	225.078	3.8276902527999996	27000.0	327.31497997353466	12.098821868335635	Test
LIGHAM	991.824	0.8743887953528454	841.934463	5.28	851.615	11.6525139532	80000.0	996.4344341716196	0.4648439815551609	Test
LOXBEH	1287.748	0.5111999247652241	1380.201722	11.33	1365.82	18.3751292942	100000.0	1571.3014062573482	22.01932414240582	Test
